"Prioritization_1"	"Prioritization_2"	"Prioritization_3"	"Priority_order"	"Profile"	"P_trans"	"Adherence"	"Delay"	"Doses"	"Regional"	"Regional_priority"	"Geo"	"Regional_start"	"Seasonality"	"R_const"	"Import"	"R_eff"	"Name"	"Name_priority_1"	"Name_priority_2"	"Name_priority_3"	"Name_profile"	"Name_adherence"	"Name_doses"	"Name_import"	"Name_control"	"Name_relative_reopen"	"Name_geo"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.8	10	-15	1	50	1	"M"	0.66	"114-18p-65p-18p-ABCDE-H-35-H-12-PM-0p8-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.9	10	-15	1	50	1	"M"	0.66	"115-18p-65p-18p-ABCDE-H-35-H-12-PM-0p9-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1	10	-15	1	50	1	"M"	0.66	"116-18p-65p-18p-ABCDE-H-35-H-12-PM-1-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.1	10	-15	1	50	1	"M"	0.66	"117-18p-65p-18p-ABCDE-H-35-H-12-PM-1p1-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.2	10	-15	1	50	1	"M"	0.66	"118-18p-65p-18p-ABCDE-H-35-H-12-PM-1p2-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.3	10	-15	1	50	1	"M"	0.66	"119-18p-65p-18p-ABCDE-H-35-H-12-PM-1p3-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.4	10	-15	1	50	1	"M"	0.66	"120-18p-65p-18p-ABCDE-H-35-H-12-PM-1p4-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.5	10	-15	1	50	1	"M"	0.66	"121-18p-65p-18p-ABCDE-H-35-H-12-PM-1p5-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.6	10	-15	1	50	1	"M"	0.66	"122-18p-65p-18p-ABCDE-H-35-H-12-PM-1p6-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.7	10	-15	1	50	1	"M"	0.66	"123-18p-65p-18p-ABCDE-H-35-H-12-PM-1p7-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.8	10	-15	1	50	1	"M"	0.66	"124-18p-65p-18p-ABCDE-H-35-H-12-PM-1p8-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.9	10	-15	1	50	1	"M"	0.66	"125-18p-65p-18p-ABCDE-H-35-H-12-PM-1p9-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	2	10	-15	1	50	1	"M"	0.66	"126-18p-65p-18p-ABCDE-H-35-H-12-PM-2-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	2.1	10	-15	1	50	1	"M"	0.66	"127-18p-65p-18p-ABCDE-H-35-H-12-PM-2p1-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	2.2	10	-15	1	50	1	"M"	0.66	"128-18p-65p-18p-ABCDE-H-35-H-12-PM-2p2-10--15-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-15"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.6	10	-10	1	50	1	"M"	0.66	"129-18p-65p-18p-ABCDE-H-35-H-12-PM-0p6-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0	10	-10	1	50	1	"M"	0.66	"130-18p-65p-18p-ABCDE-H-35-H-12-PM-0-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.1	10	-10	1	50	1	"M"	0.66	"131-18p-65p-18p-ABCDE-H-35-H-12-PM-0p1-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.2	10	-10	1	50	1	"M"	0.66	"132-18p-65p-18p-ABCDE-H-35-H-12-PM-0p2-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.3	10	-10	1	50	1	"M"	0.66	"133-18p-65p-18p-ABCDE-H-35-H-12-PM-0p3-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.4	10	-10	1	50	1	"M"	0.66	"134-18p-65p-18p-ABCDE-H-35-H-12-PM-0p4-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.5	10	-10	1	50	1	"M"	0.66	"135-18p-65p-18p-ABCDE-H-35-H-12-PM-0p5-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.7	10	-10	1	50	1	"M"	0.66	"136-18p-65p-18p-ABCDE-H-35-H-12-PM-0p7-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.8	10	-10	1	50	1	"M"	0.66	"137-18p-65p-18p-ABCDE-H-35-H-12-PM-0p8-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.9	10	-10	1	50	1	"M"	0.66	"138-18p-65p-18p-ABCDE-H-35-H-12-PM-0p9-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1	10	-10	1	50	1	"M"	0.66	"139-18p-65p-18p-ABCDE-H-35-H-12-PM-1-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.1	10	-10	1	50	1	"M"	0.66	"140-18p-65p-18p-ABCDE-H-35-H-12-PM-1p1-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.2	10	-10	1	50	1	"M"	0.66	"141-18p-65p-18p-ABCDE-H-35-H-12-PM-1p2-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.3	10	-10	1	50	1	"M"	0.66	"142-18p-65p-18p-ABCDE-H-35-H-12-PM-1p3-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.4	10	-10	1	50	1	"M"	0.66	"143-18p-65p-18p-ABCDE-H-35-H-12-PM-1p4-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.5	10	-10	1	50	1	"M"	0.66	"144-18p-65p-18p-ABCDE-H-35-H-12-PM-1p5-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.6	10	-10	1	50	1	"M"	0.66	"145-18p-65p-18p-ABCDE-H-35-H-12-PM-1p6-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.7	10	-10	1	50	1	"M"	0.66	"146-18p-65p-18p-ABCDE-H-35-H-12-PM-1p7-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.8	10	-10	1	50	1	"M"	0.66	"147-18p-65p-18p-ABCDE-H-35-H-12-PM-1p8-10--10-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-10"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.6	10	-5	1	50	1	"M"	0.66	"148-18p-65p-18p-ABCDE-H-35-H-12-PM-0p6-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0	10	-5	1	50	1	"M"	0.66	"149-18p-65p-18p-ABCDE-H-35-H-12-PM-0-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.1	10	-5	1	50	1	"M"	0.66	"150-18p-65p-18p-ABCDE-H-35-H-12-PM-0p1-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.2	10	-5	1	50	1	"M"	0.66	"151-18p-65p-18p-ABCDE-H-35-H-12-PM-0p2-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.3	10	-5	1	50	1	"M"	0.66	"152-18p-65p-18p-ABCDE-H-35-H-12-PM-0p3-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.4	10	-5	1	50	1	"M"	0.66	"153-18p-65p-18p-ABCDE-H-35-H-12-PM-0p4-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.5	10	-5	1	50	1	"M"	0.66	"154-18p-65p-18p-ABCDE-H-35-H-12-PM-0p5-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.7	10	-5	1	50	1	"M"	0.66	"155-18p-65p-18p-ABCDE-H-35-H-12-PM-0p7-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.8	10	-5	1	50	1	"M"	0.66	"156-18p-65p-18p-ABCDE-H-35-H-12-PM-0p8-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.9	10	-5	1	50	1	"M"	0.66	"157-18p-65p-18p-ABCDE-H-35-H-12-PM-0p9-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1	10	-5	1	50	1	"M"	0.66	"158-18p-65p-18p-ABCDE-H-35-H-12-PM-1-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.1	10	-5	1	50	1	"M"	0.66	"159-18p-65p-18p-ABCDE-H-35-H-12-PM-1p1-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.2	10	-5	1	50	1	"M"	0.66	"160-18p-65p-18p-ABCDE-H-35-H-12-PM-1p2-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.3	10	-5	1	50	1	"M"	0.66	"161-18p-65p-18p-ABCDE-H-35-H-12-PM-1p3-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.4	10	-5	1	50	1	"M"	0.66	"162-18p-65p-18p-ABCDE-H-35-H-12-PM-1p4-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.5	10	-5	1	50	1	"M"	0.66	"163-18p-65p-18p-ABCDE-H-35-H-12-PM-1p5-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.6	10	-5	1	50	1	"M"	0.66	"164-18p-65p-18p-ABCDE-H-35-H-12-PM-1p6-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	1.7	10	-5	1	50	1	"M"	0.66	"165-18p-65p-18p-ABCDE-H-35-H-12-PM-1p7-10--5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_-5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.6	10	5	1	50	1	"M"	0.66	"166-18p-65p-18p-ABCDE-H-35-H-12-PM-0p6-10-5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0	10	5	1	50	1	"M"	0.66	"167-18p-65p-18p-ABCDE-H-35-H-12-PM-0-10-5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.1	10	5	1	50	1	"M"	0.66	"168-18p-65p-18p-ABCDE-H-35-H-12-PM-0p1-10-5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.2	10	5	1	50	1	"M"	0.66	"169-18p-65p-18p-ABCDE-H-35-H-12-PM-0p2-10-5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_5"
"18p"	"65p"	"18p"	"ABCDE"	"H"	35	"H"	12	"PM"	0.3	10	5	1	50	1	"M"	0.66	"170-18p-65p-18p-ABCDE-H-35-H-12-PM-0p3-10-5-1-50-1-M-0p66"	"prioritization_1_18p_ABCDE"	"prioritization_2_65p_ABCDE"	"prioritization_3_18p_ABCDE"	"vaccine_profile_H_35_12"	"vaccine_adherence_H"	"vaccine_doses_PM_12"	"import_M"	"control_1"	"relative_reopen_1"	"geo_5"
